Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
L'esquirol,,9210233550,http://www.thecrag.com/ascent/9210233550,Onsight,6c,,Sport,Sport,20m,,2,**,157178199,http://www.thecrag.com/route/157178199,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,"Ribeiro di Janiero,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","Along with the group, we have doubted a lot if this is actually the route because we felt is a soft 6c, but not a so trivial 6b+. It's true it's my first 6c on-sight, happy about it, but we'll definitely need to work on a proper 6c to on-sight it.",Very Good,2024-02-24T00:00:00Z,2024-02-24T21:25:01Z,
Pigsa,,9210231531,http://www.thecrag.com/ascent/9210231531,Hang dog,6c+,,Sport,Sport,23m,,2,*,157178295,http://www.thecrag.com/route/157178295,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,"Ribeiro di Janiero,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","After knowing how to send the crux in the first attempt, I tried it to send it from the ground but I fell because of an stupid error with the foot work after passing the crux. Anyway, a very nice route that we'll be back to send it.",Very Good,2024-02-24T00:00:00Z,2024-02-24T21:23:11Z,
Pigsa,,9210229080,http://www.thecrag.com/ascent/9210229080,Hang dog,6c+,,Sport,Sport,23m,,2,*,157178295,http://www.thecrag.com/route/157178295,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,"Ribeiro di Janiero,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","Nice on-sight attempt, where the crux is on the 5th bolt, where the artificial hand is in place. Very difficult to send it without the beta, so it was an exploratory attempt.",Very Good,2024-02-24T00:00:00Z,2024-02-24T21:21:56Z,
Mamá sebolla,,9208806129,http://www.thecrag.com/ascent/9208806129,Onsight,6a,,Sport,Sport,15m,,1,**,157184166,http://www.thecrag.com/route/157184166,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,"Ribeiro di Janiero,  Genís,  Elena Ruiz,  Marc Klingenberg,  Ferran Noguera","Nice route, easy to read. A correct 6a without surprises.",Very Good,2024-02-24T00:00:00Z,2024-02-24T12:16:01Z,
A5.3 Yellow,,9162525741,http://www.thecrag.com/ascent/9162525741,Attempt,7A+,,Boulder,Boulder,4m,,1,**,9160644261,http://www.thecrag.com/route/9160644261,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Not a serious attempt due to rental shoes.,Very Good,2024-02-14T00:00:00Z,2024-02-14T15:07:22Z,
A2.1 Yellow,,9162525003,http://www.thecrag.com/ascent/9162525003,Attempt,6C+,,Boulder,Boulder,4m,,1,***,9160563036,http://www.thecrag.com/route/9160563036,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Nice attempt to this physical boulder problem. I needed to leave but I felt I could handle it.,Classic,2024-02-14T00:00:00Z,2024-02-14T15:06:22Z,
A3.1 Black,,9162524295,http://www.thecrag.com/ascent/9162524295,Attempt,6C,,Boulder,Boulder,4m,,1,*,9160585518,http://www.thecrag.com/route/9160585518,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,"Not a serious attempt due to rental shoes, where the start feet is tiny.",Good,2024-02-14T00:00:00Z,2024-02-14T15:05:39Z,
A3.1 Yellow,,9162489993,http://www.thecrag.com/ascent/9162489993,Attempt,7A,,Boulder,Boulder,4m,,1,***,9160585599,http://www.thecrag.com/route/9160585599,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Nice attempt in this slab boulder but being far away to send it.,Classic,2024-02-14T00:00:00Z,2024-02-14T14:50:37Z,
A8.2 Yellow,,9162469269,http://www.thecrag.com/ascent/9162469269,Send,6A,,Boulder,Boulder,4m,,1,***,9160611357,http://www.thecrag.com/route/9160611357,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,"Very nice boulder problem, difficult to flash it since it's easy to slip.",Mega Classic,2024-02-14T00:00:00Z,2024-02-14T14:33:35Z,
A2.1 Dark Green,,9162467370,http://www.thecrag.com/ascent/9162467370,Attempt,6C,,Boulder,Boulder,4m,,1,**,9160563441,http://www.thecrag.com/route/9160563441,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Great attempt but very physical to send it,Very Good,2024-02-14T00:00:00Z,2024-02-14T14:32:12Z,
A1.6 Magenta,,9162466689,http://www.thecrag.com/ascent/9162466689,Flash,5+,,Boulder,Boulder,4m,,1,**,9160562793,http://www.thecrag.com/route/9160562793,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Nice overhanging route with good holds and a nice start.,Very Good,2024-02-14T00:00:00Z,2024-02-14T14:31:40Z,
A1.2 Dark Green,,9162464475,http://www.thecrag.com/ascent/9162464475,Attempt,6C+,,Boulder,Boulder,4m,,1,*,9160562469,http://www.thecrag.com/route/9160562469,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,Very physical start that I cannot handle,Good,2024-02-14T00:00:00Z,2024-02-14T14:29:49Z,
A6.3 Yellow,,9162446898,http://www.thecrag.com/ascent/9162446898,Send,6C,,Boulder,Boulder,4m,,2,***,9160610547,http://www.thecrag.com/route/9160610547,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,"After a rest after lunch, I was able to send it!",Classic,2024-02-14T00:00:00Z,2024-02-14T14:11:45Z,
A4.3 Purple,,9162439323,http://www.thecrag.com/ascent/9162439323,Flash,6B+,,Boulder,Boulder,4m,,1,***,9160643694,http://www.thecrag.com/route/9160643694,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,"Almost not able to flash it, but very nice boulder. Easier than expected.",Classic,2024-02-14T00:00:00Z,2024-02-14T14:00:27Z,
A2.1 Black (2),,9162437961,http://www.thecrag.com/ascent/9162437961,Flash,6A,,Boulder,Boulder,4m,,1,**,9160563279,http://www.thecrag.com/route/9160563279,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,"Interesting and rare start, but rest is very cool.",Very Good,2024-02-14T00:00:00Z,2024-02-14T13:59:34Z,
A4.5 Dark Green,,9162436587,http://www.thecrag.com/ascent/9162436587,Flash,5+,,Boulder,Boulder,4m,,1,*,9160643856,http://www.thecrag.com/route/9160643856,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,Elena Ruiz,An interesting 5+ but with a rare start.,Good,2024-02-14T00:00:00Z,2024-02-14T13:58:15Z,
A5.2 Purple,,9162230103,http://www.thecrag.com/ascent/9162230103,Send,6B,,Boulder,Boulder,4m,,1,***,9160644180,http://www.thecrag.com/route/9160644180,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,"Great slab boulder problem, specially tricky the three hands that are together.",Classic,2024-02-14T00:00:00Z,2024-02-14T11:32:05Z,
A6.3 Yellow,,9162228642,http://www.thecrag.com/ascent/9162228642,Working,6C,,Boulder,Boulder,4m,,2,***,9160610547,http://www.thecrag.com/route/9160610547,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,"Super great boulder problem, where the most difficult part lies on the top. The rest is okish and I could handle it since the attempt number 2.",Classic,2024-02-14T00:00:00Z,2024-02-14T11:30:57Z,
B4.1 Green,,9162194403,http://www.thecrag.com/ascent/9162194403,Attempt,6B+,,Boulder,Boulder,4m,,1,,9160596981,http://www.thecrag.com/route/9160596981,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,"Physical boulder but not so quality feet holds, which are very slippery.",Average,2024-02-14T00:00:00Z,2024-02-14T11:01:28Z,
B2.5 Bright Pink,,9162146307,http://www.thecrag.com/ascent/9162146307,Send,6B,,Boulder,Boulder,4m,,1,**,9161655351,http://www.thecrag.com/route/9161655351,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,"Nice boulder, not so many problems, except for the last but one hold.l, which is not good as I was expecting.",Very Good,2024-02-14T00:00:00Z,2024-02-14T10:44:11Z,
B3.1 Yellow,,9162142752,http://www.thecrag.com/ascent/9162142752,Flash,6A+,,Boulder,Boulder,4m,,1,***,9160596495,http://www.thecrag.com/route/9160596495,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,So nice movements to be done in the boulder. The holds are high quality.,Mega Classic,2024-02-14T00:00:00Z,2024-02-14T10:42:58Z,
B3.1 Black,,9162141264,http://www.thecrag.com/ascent/9162141264,Flash,6A,,Boulder,Boulder,4m,,1,**,9160596414,http://www.thecrag.com/route/9160596414,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,Nice hold design. I've flashed it but I read it as a more than a 6a.,Very Good,2024-02-14T00:00:00Z,2024-02-14T10:42:16Z,
B2.10 Purple,,9162126042,http://www.thecrag.com/ascent/9162126042,Attempt,6C,,Boulder,Boulder,4m,,1,**,9161655762,http://www.thecrag.com/route/9161655762,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,"A great route, but very intense for finger strength.",Very Good,2024-02-14T00:00:00Z,2024-02-14T10:28:24Z,
B4.1 Blue,,9162124125,http://www.thecrag.com/ascent/9162124125,Attempt,6C,,Boulder,Boulder,4m,,1,*,9160597224,http://www.thecrag.com/route/9160597224,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - B Sektionen,,"Not really my type, but interesting 6c.",Good,2024-02-14T00:00:00Z,2024-02-14T10:26:57Z,
A1.5 Blue,,9161822220,http://www.thecrag.com/ascent/9161822220,Flash,6B+,,Boulder,Boulder,4m,,1,*,9160562712,http://www.thecrag.com/route/9160562712,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,A purely power route. Interesting movements but very physical.,Good,2024-02-14T00:00:00Z,2024-02-14T10:01:54Z,
A5.5 White,,9161819826,http://www.thecrag.com/ascent/9161819826,Attempt,6B+,,Boulder,Boulder,4m,,1,**,9160644423,http://www.thecrag.com/route/9160644423,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,An interesting route but I'm not able to start properly as the tags display.,Very Good,2024-02-14T00:00:00Z,2024-02-14T10:00:44Z,
A7.3 Dark Green,,9161819001,http://www.thecrag.com/ascent/9161819001,Attempt,6B+,,Boulder,Boulder,4m,,1,*,9160610871,http://www.thecrag.com/route/9160610871,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Not being to complete it. I'm not able to find any feet after the first two movements.,Good,2024-02-14T00:00:00Z,2024-02-14T09:59:33Z,
A6.2 Dark Green,,9161775627,http://www.thecrag.com/ascent/9161775627,Flash,6B,,Boulder,Boulder,4m,,1,**,9160610466,http://www.thecrag.com/route/9160610466,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Nice 6b with a powerful start.,Very Good,2024-02-14T00:00:00Z,2024-02-14T09:40:49Z,
A3.1 Blue,,9161772756,http://www.thecrag.com/ascent/9161772756,Flash,6B,,Boulder,Boulder,4m,,1,*,9160585842,http://www.thecrag.com/route/9160585842,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,"A bit difficult boulder for being a 6b, but very interesting.",Good,2024-02-14T00:00:00Z,2024-02-14T09:40:02Z,
A8.1 Black,,9161770887,http://www.thecrag.com/ascent/9161770887,Flash,6B,,Boulder,Boulder,4m,,1,***,9160611276,http://www.thecrag.com/route/9160611276,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Really flexibility route using a lot of the mantle concept.,Classic,2024-02-14T00:00:00Z,2024-02-14T09:39:07Z,
A6.1 Bright Pink,,9161767737,http://www.thecrag.com/ascent/9161767737,Flash,6A+,,Boulder,Boulder,4m,,1,***,9160610385,http://www.thecrag.com/route/9160610385,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,"Top tier route, really recommended",Mega Classic,2024-02-14T00:00:00Z,2024-02-14T09:37:53Z,
A4.2 Black,,9161734545,http://www.thecrag.com/ascent/9161734545,Flash,6A+,,Boulder,Boulder,4m,,1,**,9160643613,http://www.thecrag.com/route/9160643613,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Small holds pero easy to hold into.,Very Good,2024-02-14T00:00:00Z,2024-02-14T09:22:25Z,
A1.8 Yellow,,9161733462,http://www.thecrag.com/ascent/9161733462,Flash,6A,,Boulder,Boulder,4m,,1,***,9160562955,http://www.thecrag.com/route/9160562955,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Great overhanging boulder with super nice holds.,Classic,2024-02-14T00:00:00Z,2024-02-14T09:21:22Z,
A3.1 White-Orange,,9161731530,http://www.thecrag.com/ascent/9161731530,Flash,6A,,Boulder,Boulder,4m,,1,*,9160585761,http://www.thecrag.com/route/9160585761,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,"The last but one hold is not so good, but nice for the concept of the slab.",Good,2024-02-14T00:00:00Z,2024-02-14T09:20:32Z,
A5.4 Orange,,9161729397,http://www.thecrag.com/ascent/9161729397,Flash,5+,,Boulder,Boulder,4m,,1,**,9160644342,http://www.thecrag.com/route/9160644342,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Nice start using the volumes as feet.,Very Good,2024-02-14T00:00:00Z,2024-02-14T09:18:31Z,
A3.1 Turquoise,,9161716806,http://www.thecrag.com/ascent/9161716806,Flash,5,,Boulder,Boulder,4m,,1,,9160585680,http://www.thecrag.com/route/9160585680,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Very dirty feet during this warm-up.,Average,2024-02-14T00:00:00Z,2024-02-14T09:08:19Z,
A4.1 Orange,,9161716218,http://www.thecrag.com/ascent/9161716218,Flash,4+,,Boulder,Boulder,4m,,1,**,9160643532,http://www.thecrag.com/route/9160643532,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Interesting postures during this warm-up.,Very Good,2024-02-14T00:00:00Z,2024-02-14T09:07:39Z,
A4.7 Yellow,,9161713770,http://www.thecrag.com/ascent/9161713770,Flash,4,,Boulder,Boulder,4m,,1,***,9160644018,http://www.thecrag.com/route/9160644018,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Nice hands and great warm-up.,Classic,2024-02-14T00:00:00Z,2024-02-14T09:05:42Z,
A4.6 Turquoise,,9161712717,http://www.thecrag.com/ascent/9161712717,Flash,3+,,Boulder,Boulder,4m,,1,***,9160643937,http://www.thecrag.com/route/9160643937,Sweden,http://www.thecrag.com/area/11747491,Klättercentret Solna,http://www.thecrag.com/area/2741767233,Klättercentret Solna - A Sektionen,,Nice and comfortable warm-up.,Classic,2024-02-14T00:00:00Z,2024-02-14T09:05:15Z,
Gunter,,9145692396,http://www.thecrag.com/ascent/9145692396,Hang dog,6c,,Sport,Sport,18m,,1,,5801467089,http://www.thecrag.com/route/5801467089,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Oest - Vermell del Xincarró - El Vermell del Xincarró - Dreta,Ribeiro di Janiero,A shitty route 0% recommended. I think almost no one has climbed this in the past. It's very sandy and nothing is good. Rocks falling everywhere and not a 6c at all.,Crap,2024-02-10T00:00:00Z,2024-02-10T17:23:33Z,
Sebastià,,9144980229,http://www.thecrag.com/ascent/9144980229,Red point,6c,,Sport,Sport,25m,,2,**,259789185,http://www.thecrag.com/route/259789185,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Oest - Vermell del Xincarró - El Vermell del Xincarró - Dreta,Ribeiro di Janiero,"After the first attempt, I tried it in the same day later I could send it! Very happy about it!",Mega Classic,2024-02-10T00:00:00Z,2024-02-10T14:42:05Z,
